RANDAO,Block Number
9.96E+76,15556311
2.47E+76,15556312
1.30E+76,15556313
4.96E+76,15556314
5.01E+76,15556315
1.15E+77,15556316
1.60E+74,15556317
2.01E+76,15556318
8.50E+76,15556319
1.34E+76,15556320
2.70E+76,15556321
9.35E+76,15556322
8.76E+76,15556323
5.03E+76,15556324
9.48E+76,15556325
6.55E+76,15556326
4.33E+76,15556327
7.66E+75,15556328
7.75E+76,15556329
7.60E+75,15556330
1.14E+77,15556331
1.95E+76,15556332
2.35E+76,15556333
6.75E+74,15556334
8.65E+75,15556335
3.77E+76,15556336
6.08E+75,15556337
2.91E+76,15556338
8.97E+76,15556339
1.09E+77,15556340
1.02E+77,15556341
5.02E+76,15556342
6.14E+76,15556343
1.66E+76,15556344
5.17E+76,15556345
5.90E+76,15556346
8.82E+76,15556347
6.15E+76,15556348
1.11E+77,15556349
7.79E+76,15556350
9.68E+76,15556351
9.67E+76,15556352
5.38E+76,15556353
5.94E+76,15556354
1.20E+76,15556355
4.80E+76,15556356
8.95E+76,15556357
6.27E+76,15556358
4.53E+76,15556359
3.16E+76,15556360
3.25E+76,15556361
7.07E+76,15556362
8.63E+76,15556363
4.15E+76,15556364
8.52E+75,15556365
9.10E+76,15556366
3.81E+76,15556367
5.12E+75,15556368
5.96E+76,15556369
3.45E+76,15556370
3.66E+76,15556371
1.38E+76,15556372
1.13E+76,15556373
1.04E+76,15556374
1.56E+76,15556375
8.16E+76,15556376
1.07E+77,15556377
1.33E+75,15556378
4.86E+75,15556379
7.73E+76,15556380
3.35E+76,15556381
4.41E+76,15556382
3.24E+76,15556383
9.72E+76,15556384
1.63E+75,15556385
1.02E+77,15556386
9.32E+76,15556387
4.53E+76,15556388
3.65E+76,15556389
8.45E+76,15556390
4.05E+76,15556391
4.84E+76,15556392
9.70E+76,15556393
7.42E+76,15556394
7.53E+76,15556395
5.01E+76,15556396
6.73E+76,15556397
4.97E+76,15556398
2.04E+76,15556399
4.23E+76,15556400
8.81E+76,15556401
1.09E+76,15556402
2.29E+76,15556403
6.85E+76,15556404
4.23E+76,15556405
8.24E+76,15556406
7.51E+76,15556407
3.88E+76,15556408
5.32E+76,15556409
6.21E+75,15556410
8.62E+75,15556411
3.79E+76,15556412
1.09E+77,15556413
8.98E+76,15556414
2.38E+76,15556415
7.04E+76,15556416
1.12E+76,15556417
8.47E+76,15556418
7.04E+76,15556419
7.22E+76,15556420
4.98E+76,15556421
4.62E+76,15556422
4.27E+76,15556423
2.85E+76,15556424
1.07E+76,15556425
1.85E+76,15556426
7.62E+76,15556427
2.89E+76,15556428
2.33E+74,15556429
9.98E+76,15556430
5.11E+76,15556431
9.30E+76,15556432
7.77E+76,15556433
6.74E+76,15556434
3.32E+75,15556435
9.39E+76,15556436
9.49E+76,15556437
3.18E+76,15556438
1.45E+76,15556439
7.09E+76,15556440
1.07E+77,15556441
6.50E+76,15556442
6.10E+75,15556443
3.89E+76,15556444
7.74E+76,15556445
1.01E+77,15556446
8.63E+76,15556447
1.11E+77,15556448
2.66E+76,15556449
1.74E+75,15556450
8.06E+76,15556451
5.86E+76,15556452
8.24E+76,15556453
8.13E+76,15556454
1.06E+77,15556455
1.06E+77,15556456
1.12E+77,15556457
5.30E+76,15556458
1.00E+77,15556459
2.12E+76,15556460
9.60E+76,15556461
4.66E+76,15556462
1.79E+76,15556463
8.31E+75,15556464
4.28E+76,15556465
7.76E+76,15556466
3.89E+76,15556467
7.14E+76,15556468
1.27E+76,15556469
3.83E+76,15556470
4.27E+75,15556471
1.07E+77,15556472
1.07E+77,15556473
9.19E+76,15556474
1.07E+76,15556475
9.77E+76,15556476
1.59E+76,15556477
3.41E+76,15556478
5.65E+76,15556479
8.44E+76,15556480
5.37E+76,15556481
7.55E+76,15556482
1.15E+77,15556483
7.38E+76,15556484
1.03E+77,15556485
2.35E+76,15556486
6.77E+76,15556487
1.01E+76,15556488
1.14E+77,15556489
4.52E+76,15556490
8.35E+75,15556491
3.36E+76,15556492
5.47E+76,15556493
4.70E+76,15556494
1.20E+75,15556495
1.04E+77,15556496
7.92E+76,15556497
9.44E+76,15556498
5.95E+76,15556499
9.54E+76,15556500
6.93E+76,15556501
2.89E+76,15556502
2.81E+76,15556503
4.77E+76,15556504
9.67E+75,15556505
5.78E+76,15556506
1.15E+77,15556507
1.11E+77,15556508
3.55E+76,15556509
3.19E+76,15556510
1.10E+77,15556511
1.14E+77,15556512
6.08E+76,15556513
4.28E+76,15556514
4.58E+76,15556515
4.90E+76,15556516
1.15E+77,15556517
1.02E+77,15556518
5.92E+76,15556519
8.00E+76,15556520
5.67E+76,15556521
3.52E+76,15556522
4.77E+76,15556523
3.63E+76,15556524
4.35E+76,15556525
8.58E+75,15556526
7.29E+76,15556527
6.24E+76,15556528
2.07E+76,15556529
7.36E+76,15556530
6.63E+76,15556531
1.11E+77,15556532
6.10E+76,15556533
1.05E+77,15556534
5.18E+76,15556535
1.24E+76,15556536
8.79E+76,15556537
2.82E+76,15556538
4.09E+76,15556539
8.50E+76,15556540
6.70E+76,15556541
1.15E+77,15556542
9.85E+76,15556543
9.34E+76,15556544
6.14E+76,15556545
7.05E+76,15556546
5.21E+76,15556547
8.02E+76,15556548
6.68E+76,15556549
5.15E+76,15556550
5.50E+76,15556551
5.14E+76,15556552
4.63E+76,15556553
5.34E+76,15556554
4.30E+76,15556555
3.33E+76,15556556
5.56E+76,15556557
6.28E+76,15556558
3.01E+76,15556559
1.08E+77,15556560
6.57E+76,15556561
8.05E+76,15556562
1.86E+76,15556563
6.42E+76,15556564
1.16E+76,15556565
8.00E+76,15556566
1.07E+77,15556567
7.80E+76,15556568
6.39E+76,15556569
4.20E+76,15556570
4.33E+75,15556571
8.76E+76,15556572
3.84E+76,15556573
1.07E+77,15556574
1.15E+77,15556575
3.91E+76,15556576
2.19E+76,15556577
7.99E+75,15556578
1.05E+77,15556579
8.64E+76,15556580
4.56E+76,15556581
4.85E+76,15556582
3.38E+76,15556583
8.19E+76,15556584
8.92E+76,15556585
3.30E+76,15556586
7.88E+76,15556587
6.48E+76,15556588
2.02E+76,15556589
1.59E+76,15556590
3.63E+75,15556591
6.81E+76,15556592
1.01E+77,15556593
3.90E+75,15556594
2.27E+75,15556595
8.98E+76,15556596
2.26E+76,15556597
7.15E+76,15556598
8.16E+76,15556599
2.20E+76,15556600
2.36E+75,15556601
2.10E+76,15556602
4.53E+76,15556603
7.41E+76,15556604
1.07E+77,15556605
1.65E+76,15556606
6.85E+76,15556607
1.49E+76,15556608
4.14E+76,15556609
8.69E+76,15556610
8.73E+76,15556611
4.69E+76,15556612
8.58E+76,15556613
7.59E+76,15556614
1.15E+77,15556615
1.15E+77,15556616
8.18E+76,15556617
6.02E+76,15556618
2.07E+76,15556619
1.05E+77,15556620
8.65E+76,15556621
3.01E+75,15556622
1.05E+77,15556623
1.05E+77,15556624
6.39E+76,15556625
8.46E+76,15556626
8.32E+76,15556627
9.81E+76,15556628
4.63E+76,15556629
1.10E+77,15556630
1.08E+77,15556631
7.99E+76,15556632
9.80E+76,15556633
8.87E+76,15556634
3.55E+76,15556635
2.13E+76,15556636
4.48E+76,15556637
6.32E+76,15556638
4.34E+76,15556639
3.83E+76,15556640
6.30E+76,15556641
9.93E+76,15556642
1.98E+76,15556643
6.60E+76,15556644
5.33E+76,15556645
1.09E+77,15556646
1.67E+76,15556647
4.84E+76,15556648
9.09E+76,15556649
5.19E+76,15556650
4.18E+76,15556651
1.05E+77,15556652
6.35E+76,15556653
1.25E+76,15556654
8.36E+75,15556655
4.84E+76,15556656
6.91E+76,15556657
7.27E+76,15556658
3.26E+76,15556659
1.04E+77,15556660
3.11E+76,15556661
6.45E+76,15556662
7.28E+76,15556663
9.57E+76,15556664
3.55E+75,15556665
1.08E+77,15556666
8.14E+76,15556667
7.69E+76,15556668
9.04E+76,15556669
2.60E+76,15556670
1.04E+77,15556671
1.09E+77,15556672
5.03E+76,15556673
3.63E+76,15556674
6.21E+76,15556675
1.77E+76,15556676
4.85E+76,15556677
1.08E+77,15556678
1.01E+77,15556679
5.14E+76,15556680
1.84E+76,15556681
3.24E+76,15556682
4.97E+76,15556683
9.73E+76,15556684
6.75E+76,15556685
9.18E+76,15556686
3.96E+76,15556687
1.05E+77,15556688
3.74E+76,15556689
8.84E+75,15556690
2.10E+76,15556691
5.34E+76,15556692
6.69E+75,15556693
1.13E+77,15556694
5.65E+76,15556695
4.81E+76,15556696
1.08E+77,15556697
9.49E+76,15556698
7.80E+76,15556699
1.07E+77,15556700
3.73E+76,15556701
3.24E+76,15556702
8.71E+75,15556703
4.66E+75,15556704
5.72E+75,15556705
7.92E+75,15556706
2.47E+76,15556707
7.58E+76,15556708
4.76E+76,15556709
6.22E+76,15556710
1.02E+77,15556711
3.99E+76,15556712
8.74E+76,15556713
8.70E+76,15556714
4.88E+76,15556715
8.47E+75,15556716
5.46E+76,15556717
2.67E+76,15556718
3.35E+76,15556719
3.01E+75,15556720
2.22E+76,15556721
8.05E+76,15556722
8.01E+76,15556723
1.09E+77,15556724
5.64E+76,15556725
2.98E+76,15556726
1.37E+76,15556727
2.86E+76,15556728
3.53E+76,15556729
3.56E+76,15556730
8.92E+75,15556731
7.37E+76,15556732
1.97E+76,15556733
5.22E+75,15556734
7.77E+76,15556735
2.54E+76,15556736
1.01E+77,15556737
4.80E+76,15556738
2.96E+76,15556739
2.57E+76,15556740
6.55E+75,15556741
3.14E+76,15556742
3.14E+76,15556743
9.08E+76,15556744
9.75E+76,15556745
9.06E+76,15556746
5.05E+76,15556747
9.63E+76,15556748
6.55E+75,15556749
6.12E+76,15556750
1.10E+76,15556751
9.85E+75,15556752
6.22E+76,15556753
3.18E+76,15556754
1.03E+77,15556755
6.03E+76,15556756
9.37E+76,15556757
1.12E+77,15556758
6.19E+76,15556759
4.43E+76,15556760
1.06E+77,15556761
2.84E+76,15556762
1.22E+76,15556763
8.26E+76,15556764
6.60E+76,15556765
7.94E+76,15556766
2.83E+76,15556767
5.60E+76,15556768
2.22E+76,15556769
1.04E+77,15556770
4.50E+76,15556771
2.99E+76,15556772
2.83E+76,15556773
2.16E+76,15556774
6.50E+76,15556775
2.36E+76,15556776
8.69E+76,15556777
2.23E+76,15556778
2.12E+76,15556779
3.16E+76,15556780
6.80E+76,15556781
1.92E+76,15556782
9.33E+76,15556783
1.09E+77,15556784
2.29E+76,15556785
4.90E+76,15556786
7.76E+75,15556787
3.39E+76,15556788
1.75E+76,15556789
4.35E+76,15556790
4.29E+76,15556791
1.97E+76,15556792
8.64E+76,15556793
9.72E+76,15556794
8.85E+76,15556795
1.90E+76,15556796
4.24E+76,15556797
1.15E+77,15556798
7.76E+76,15556799
5.09E+76,15556800
2.32E+75,15556801
4.74E+76,15556802
6.59E+75,15556803
1.04E+77,15556804
5.42E+76,15556805
1.13E+77,15556806
5.08E+76,15556807
8.64E+76,15556808
1.88E+76,15556809
2.01E+76,15556810
9.10E+76,15556811
1.89E+76,15556812
6.58E+76,15556813
7.83E+76,15556814
8.82E+76,15556815
2.27E+76,15556816
1.86E+76,15556817
1.84E+76,15556818
5.83E+76,15556819
8.92E+76,15556820
7.04E+76,15556821
8.75E+75,15556822
1.12E+77,15556823
5.17E+76,15556824
1.15E+77,15556825
8.37E+76,15556826
1.14E+76,15556827
8.85E+76,15556828
3.23E+76,15556829
4.52E+76,15556830
1.06E+77,15556831
1.14E+77,15556832
9.51E+76,15556833
2.48E+76,15556834
1.06E+77,15556835
6.97E+75,15556836
5.72E+76,15556837
6.51E+76,15556838
1.11E+77,15556839
2.89E+76,15556840
3.18E+76,15556841
5.06E+76,15556842
8.99E+76,15556843
4.96E+76,15556844
1.22E+75,15556845
8.67E+76,15556846
1.10E+77,15556847
4.88E+76,15556848
3.12E+76,15556849
1.05E+77,15556850
3.07E+76,15556851
5.76E+76,15556852
5.68E+76,15556853
1.03E+77,15556854
5.09E+76,15556855
2.77E+76,15556856
4.23E+76,15556857
9.10E+76,15556858
9.83E+76,15556859
6.71E+76,15556860
8.63E+76,15556861
1.08E+77,15556862
3.95E+76,15556863
4.45E+76,15556864
4.63E+75,15556865
9.07E+76,15556866
6.99E+76,15556867
6.98E+76,15556868
9.58E+75,15556869
6.61E+76,15556870
9.14E+75,15556871
2.09E+76,15556872
1.13E+77,15556873
8.73E+76,15556874
1.74E+76,15556875
7.20E+76,15556876
3.54E+74,15556877
1.29E+75,15556878
1.12E+77,15556879
6.37E+76,15556880
1.08E+77,15556881
6.23E+76,15556882
7.93E+76,15556883
3.79E+76,15556884
1.13E+77,15556885
1.16E+76,15556886
2.85E+76,15556887
8.92E+76,15556888
1.57E+76,15556889
6.06E+76,15556890
1.12E+76,15556891
6.73E+76,15556892
1.08E+77,15556893
2.02E+76,15556894
8.13E+75,15556895
4.87E+76,15556896
4.50E+76,15556897
2.38E+76,15556898
7.47E+76,15556899
6.83E+76,15556900
1.01E+77,15556901
9.29E+76,15556902
8.09E+76,15556903
1.14E+77,15556904
5.87E+76,15556905
6.98E+74,15556906
1.01E+77,15556907
6.63E+76,15556908
8.94E+76,15556909
1.55E+76,15556910
5.88E+74,15556911
1.10E+77,15556912
3.53E+75,15556913
6.42E+76,15556914
8.08E+76,15556915
1.15E+77,15556916
8.51E+75,15556917
9.46E+76,15556918
6.70E+76,15556919
6.78E+76,15556920
1.03E+77,15556921
4.94E+76,15556922
4.00E+76,15556923
9.62E+76,15556924
4.40E+76,15556925
1.44E+76,15556926
8.84E+76,15556927
7.94E+76,15556928
9.66E+76,15556929
8.51E+76,15556930
6.97E+76,15556931
8.18E+76,15556932
1.11E+77,15556933
1.04E+76,15556934
5.20E+76,15556935
8.09E+75,15556936
3.11E+76,15556937
1.82E+76,15556938
1.88E+75,15556939
9.80E+76,15556940
1.10E+77,15556941
2.53E+76,15556942
7.43E+76,15556943
7.03E+76,15556944
4.12E+76,15556945
5.03E+76,15556946
6.77E+76,15556947
5.64E+76,15556948
1.06E+77,15556949
7.57E+76,15556950
1.07E+77,15556951
7.73E+76,15556952
1.60E+76,15556953
4.16E+76,15556954
6.83E+76,15556955
1.05E+77,15556956
7.50E+76,15556957
7.87E+76,15556958
7.97E+76,15556959
7.00E+76,15556960
1.14E+77,15556961
1.11E+77,15556962
9.74E+76,15556963
2.01E+76,15556964
9.81E+76,15556965
1.04E+77,15556966
5.51E+76,15556967
5.73E+76,15556968
7.70E+76,15556969
2.72E+76,15556970
3.32E+76,15556971
4.00E+75,15556972
2.61E+76,15556973
6.07E+76,15556974
4.79E+76,15556975
5.28E+76,15556976
9.79E+75,15556977
1.11E+77,15556978
6.48E+76,15556979
5.02E+76,15556980
4.18E+75,15556981
2.71E+76,15556982
8.27E+76,15556983
8.92E+76,15556984
3.72E+75,15556985
3.23E+75,15556986
2.92E+76,15556987
6.00E+76,15556988
2.53E+76,15556989
3.33E+76,15556990
6.83E+76,15556991
3.48E+75,15556992
5.46E+76,15556993
3.54E+76,15556994
2.90E+76,15556995
5.70E+76,15556996
5.87E+76,15556997
8.99E+76,15556998
2.85E+76,15556999
1.18E+75,15557000
7.56E+76,15557001
5.48E+76,15557002
3.93E+75,15557003
4.71E+76,15557004
1.08E+77,15557005
1.06E+77,15557006
3.14E+76,15557007
1.91E+76,15557008
4.94E+76,15557009
2.51E+75,15557010
1.04E+77,15557011
2.45E+76,15557012
1.42E+76,15557013
4.77E+76,15557014
1.09E+77,15557015
4.00E+75,15557016
6.87E+76,15557017
8.45E+76,15557018
4.93E+76,15557019
1.01E+77,15557020
7.78E+76,15557021
6.74E+76,15557022
1.44E+76,15557023
9.75E+76,15557024
1.01E+77,15557025
1.08E+77,15557026
9.11E+76,15557027
1.13E+77,15557028
8.60E+76,15557029
4.48E+76,15557030
6.35E+76,15557031
3.06E+76,15557032
7.23E+76,15557033
3.23E+76,15557034
1.04E+77,15557035
2.51E+76,15557036
2.63E+75,15557037
6.35E+76,15557038
5.03E+76,15557039
8.33E+76,15557040
2.69E+76,15557041
6.12E+76,15557042
1.04E+77,15557043
2.18E+76,15557044
7.27E+76,15557045
4.62E+76,15557046
6.92E+76,15557047
7.36E+76,15557048
4.74E+76,15557049
7.65E+76,15557050
3.06E+76,15557051
1.03E+77,15557052
1.73E+76,15557053
1.33E+76,15557054
7.18E+76,15557055
8.86E+76,15557056
5.30E+76,15557057
4.66E+76,15557058
1.44E+76,15557059
1.06E+77,15557060
4.81E+76,15557061
1.59E+76,15557062
9.19E+76,15557063
2.03E+75,15557064
5.41E+76,15557065
1.09E+77,15557066
3.73E+75,15557067
9.56E+76,15557068
4.85E+76,15557069
8.54E+76,15557070
6.44E+76,15557071
1.39E+76,15557072
7.23E+76,15557073
4.04E+76,15557074
3.47E+76,15557075
3.34E+75,15557076
8.19E+76,15557077
5.63E+75,15557078
1.23E+76,15557079
3.76E+76,15557080
4.79E+76,15557081
7.30E+76,15557082
8.54E+76,15557083
7.21E+76,15557084
3.21E+76,15557085
5.88E+76,15557086
6.73E+76,15557087
2.85E+76,15557088
2.24E+75,15557089
9.40E+76,15557090
5.29E+76,15557091
9.81E+76,15557092
4.76E+76,15557093
8.39E+76,15557094
5.74E+76,15557095
4.97E+76,15557096
2.01E+76,15557097
3.85E+75,15557098
1.13E+77,15557099
4.68E+76,15557100
5.06E+76,15557101
6.90E+76,15557102
9.99E+76,15557103
2.75E+76,15557104
4.32E+76,15557105
1.11E+77,15557106
1.07E+77,15557107
7.61E+75,15557108
2.47E+75,15557109
6.60E+76,15557110
2.81E+76,15557111
8.10E+76,15557112
2.12E+76,15557113
3.60E+75,15557114
1.44E+76,15557115
1.74E+76,15557116
5.51E+76,15557117
1.35E+76,15557118
6.32E+76,15557119
5.17E+76,15557120
1.16E+77,15557121
8.89E+76,15557122
1.57E+76,15557123
1.66E+76,15557124
6.59E+76,15557125
1.10E+77,15557126
8.94E+76,15557127
1.07E+77,15557128
9.13E+76,15557129
6.27E+76,15557130
6.40E+75,15557131
1.71E+76,15557132
5.58E+76,15557133
1.05E+77,15557134
1.13E+77,15557135
2.02E+76,15557136
9.32E+76,15557137
8.95E+74,15557138
3.42E+76,15557139
1.14E+77,15557140
7.58E+76,15557141
6.49E+76,15557142
9.25E+76,15557143
8.44E+76,15557144
3.31E+76,15557145
3.40E+76,15557146
8.71E+76,15557147
7.18E+76,15557148
9.13E+76,15557149
1.73E+76,15557150
8.50E+76,15557151
7.05E+76,15557152
9.00E+76,15557153
4.00E+76,15557154
9.40E+76,15557155
9.27E+75,15557156
2.27E+76,15557157
1.08E+77,15557158
1.14E+76,15557159
7.94E+76,15557160
7.94E+76,15557161
4.23E+76,15557162
8.87E+76,15557163
1.20E+76,15557164
5.08E+76,15557165
9.92E+76,15557166
2.02E+76,15557167
5.03E+76,15557168
5.22E+75,15557169
3.03E+75,15557170
4.03E+76,15557171
3.00E+76,15557172
3.28E+76,15557173
7.78E+76,15557174
5.22E+76,15557175
9.02E+73,15557176
6.84E+76,15557177
3.17E+76,15557178
2.53E+76,15557179
1.40E+76,15557180
6.85E+76,15557181
3.52E+76,15557182
3.81E+76,15557183
7.35E+76,15557184
1.23E+76,15557185
3.25E+76,15557186
1.03E+77,15557187
3.72E+76,15557188
7.71E+76,15557189
4.11E+76,15557190
7.37E+76,15557191
8.54E+75,15557192
7.81E+76,15557193
6.94E+76,15557194
6.48E+76,15557195
8.81E+76,15557196
3.75E+75,15557197
6.73E+76,15557198
1.05E+77,15557199
7.96E+76,15557200
8.77E+76,15557201
8.55E+76,15557202
1.10E+77,15557203
4.66E+76,15557204
1.30E+76,15557205
6.88E+74,15557206
9.36E+76,15557207
2.32E+75,15557208
7.68E+76,15557209
9.00E+76,15557210
7.85E+76,15557211
8.02E+76,15557212
5.00E+76,15557213
2.74E+76,15557214
6.24E+76,15557215
7.32E+76,15557216
1.50E+76,15557217
7.18E+76,15557218
6.23E+76,15557219
8.58E+76,15557220
4.24E+76,15557221
2.58E+76,15557222
1.02E+77,15557223
4.03E+76,15557224
1.77E+76,15557225
7.13E+74,15557226
4.67E+76,15557227
9.42E+73,15557228
1.06E+77,15557229
8.02E+76,15557230
2.83E+76,15557231
1.13E+77,15557232
1.57E+75,15557233
1.05E+77,15557234
1.09E+77,15557235
1.10E+77,15557236
8.65E+76,15557237
4.28E+76,15557238
1.11E+77,15557239
4.12E+76,15557240
7.17E+76,15557241
3.97E+76,15557242
1.04E+77,15557243
3.10E+76,15557244
3.84E+76,15557245
8.30E+74,15557246
1.88E+76,15557247
2.28E+76,15557248
7.08E+76,15557249
1.15E+77,15557250
1.06E+77,15557251
5.78E+76,15557252
5.54E+76,15557253
3.65E+76,15557254
5.08E+75,15557255
8.20E+76,15557256
5.70E+76,15557257
5.87E+76,15557258
4.25E+74,15557259
2.45E+76,15557260
8.67E+76,15557261
1.03E+77,15557262
6.93E+76,15557263
6.95E+76,15557264
3.93E+75,15557265
8.96E+76,15557266
2.10E+76,15557267
7.73E+76,15557268
3.64E+76,15557269
6.41E+76,15557270
8.68E+76,15557271
6.18E+76,15557272
9.13E+74,15557273
3.30E+76,15557274
1.12E+77,15557275
6.71E+76,15557276
1.12E+77,15557277
4.61E+76,15557278
8.47E+75,15557279
6.66E+76,15557280
1.01E+77,15557281
1.23E+76,15557282
7.16E+76,15557283
8.71E+76,15557284
4.35E+76,15557285
9.21E+76,15557286
4.03E+76,15557287
1.89E+76,15557288
6.55E+76,15557289
7.09E+76,15557290
4.88E+76,15557291
8.98E+76,15557292
8.26E+76,15557293
3.08E+76,15557294
3.14E+76,15557295
1.00E+76,15557296
3.59E+76,15557297
1.62E+75,15557298
2.31E+76,15557299
3.38E+76,15557300
7.85E+76,15557301
6.76E+75,15557302
1.64E+76,15557303
2.45E+76,15557304
2.77E+76,15557305
7.03E+75,15557306
9.35E+76,15557307
5.37E+76,15557308
1.82E+76,15557309
1.96E+76,15557310
8.07E+76,15557311
1.32E+75,15557312
4.51E+76,15557313
9.57E+76,15557314
1.46E+76,15557315
8.47E+76,15557316
2.45E+76,15557317
4.04E+76,15557318
4.51E+76,15557319
1.22E+76,15557320
1.03E+77,15557321
9.36E+76,15557322
3.64E+76,15557323
9.53E+76,15557324
1.14E+77,15557325
7.41E+76,15557326
7.45E+76,15557327
7.71E+76,15557328
8.47E+76,15557329
1.10E+77,15557330
5.10E+76,15557331
1.15E+77,15557332
9.77E+76,15557333
8.78E+76,15557334
1.05E+77,15557335
1.08E+77,15557336
1.22E+76,15557337
6.15E+74,15557338
1.88E+76,15557339
8.68E+76,15557340
3.14E+76,15557341
1.14E+77,15557342
5.18E+76,15557343
2.33E+76,15557344
3.52E+76,15557345
1.13E+77,15557346
7.81E+76,15557347
5.96E+76,15557348
5.35E+76,15557349
4.62E+76,15557350
2.42E+74,15557351
3.97E+76,15557352
7.12E+76,15557353
2.24E+76,15557354
3.17E+76,15557355
6.42E+76,15557356
4.75E+75,15557357
4.14E+76,15557358
4.30E+76,15557359
5.13E+76,15557360
8.65E+75,15557361
1.04E+77,15557362
8.44E+75,15557363
4.97E+76,15557364
5.91E+76,15557365
1.23E+76,15557366
1.08E+77,15557367
1.52E+76,15557368
9.86E+76,15557369
6.12E+76,15557370
3.21E+75,15557371
8.53E+76,15557372
2.58E+76,15557373
2.67E+74,15557374
7.20E+76,15557375
7.81E+75,15557376
9.75E+75,15557377
7.50E+76,15557378
6.86E+76,15557379
2.73E+76,15557380
1.05E+77,15557381
3.09E+76,15557382
6.72E+76,15557383
6.25E+76,15557384
1.53E+76,15557385
2.66E+76,15557386
6.47E+76,15557387
1.30E+76,15557388
8.96E+76,15557389
3.43E+76,15557390
1.85E+76,15557391
1.12E+77,15557392
6.29E+76,15557393
2.97E+76,15557394
6.57E+76,15557395
4.42E+76,15557396
9.57E+75,15557397
4.75E+76,15557398
3.03E+76,15557399
6.80E+76,15557400
8.24E+76,15557401
1.03E+77,15557402
9.11E+76,15557403
2.99E+76,15557404
4.19E+76,15557405
2.76E+76,15557406
5.54E+76,15557407
2.69E+76,15557408
8.17E+76,15557409
3.16E+76,15557410
1.13E+76,15557411
4.41E+76,15557412
9.58E+76,15557413
2.27E+76,15557414
1.94E+76,15557415
8.81E+76,15557416
8.98E+76,15557417
8.67E+76,15557418
6.83E+76,15557419
6.44E+76,15557420
1.16E+76,15557421
9.50E+76,15557422
1.03E+77,15557423
1.06E+77,15557424
5.63E+75,15557425
1.07E+77,15557426
1.02E+77,15557427
1.03E+76,15557428
3.83E+76,15557429
5.41E+76,15557430
1.03E+77,15557431
2.72E+76,15557432
3.96E+76,15557433
4.37E+76,15557434
5.09E+75,15557435
3.86E+76,15557436
5.12E+76,15557437
6.32E+76,15557438
6.03E+76,15557439
4.72E+76,15557440
1.01E+77,15557441
5.76E+76,15557442
1.12E+77,15557443
1.05E+77,15557444
7.57E+76,15557445
5.09E+76,15557446
4.01E+76,15557447
5.59E+76,15557448
5.41E+76,15557449
7.48E+76,15557450
1.55E+76,15557451
4.53E+76,15557452
2.71E+76,15557453
7.66E+76,15557454
5.44E+76,15557455
6.36E+76,15557456
6.39E+76,15557457
9.73E+76,15557458
5.06E+76,15557459
6.68E+75,15557460
6.68E+76,15557461
8.03E+76,15557462
5.58E+76,15557463
1.01E+77,15557464
1.06E+77,15557465
2.76E+75,15557466
4.80E+76,15557467
9.85E+76,15557468
5.72E+76,15557469
4.99E+76,15557470
5.17E+76,15557471
1.09E+77,15557472
9.44E+76,15557473
5.58E+76,15557474
1.25E+76,15557475
1.03E+77,15557476
4.67E+76,15557477
9.35E+76,15557478
9.27E+76,15557479
9.73E+76,15557480
8.84E+76,15557481
4.23E+76,15557482
1.49E+76,15557483
5.50E+76,15557484
7.34E+76,15557485
8.86E+76,15557486
5.89E+76,15557487
5.26E+76,15557488
9.12E+76,15557489
1.09E+77,15557490
5.44E+76,15557491
1.02E+77,15557492
9.61E+76,15557493
8.13E+76,15557494
5.40E+76,15557495
9.91E+76,15557496
9.54E+76,15557497
7.17E+76,15557498
2.42E+76,15557499
8.00E+76,15557500
7.50E+76,15557501
1.06E+77,15557502
7.22E+76,15557503
4.02E+76,15557504
6.62E+76,15557505
7.18E+76,15557506
5.07E+76,15557507
7.06E+76,15557508
2.11E+76,15557509
3.63E+76,15557510
4.57E+76,15557511
1.14E+76,15557512
1.11E+77,15557513
1.01E+77,15557514
1.12E+77,15557515
4.85E+76,15557516
1.09E+77,15557517
5.74E+74,15557518
1.88E+76,15557519
1.07E+77,15557520
9.32E+76,15557521
1.04E+77,15557522
5.20E+76,15557523
2.38E+75,15557524
3.84E+76,15557525
5.55E+76,15557526
6.29E+76,15557527
4.56E+76,15557528
9.30E+76,15557529
9.84E+76,15557530
1.15E+77,15557531
9.65E+76,15557532
1.10E+77,15557533
8.00E+76,15557534
3.76E+75,15557535
1.40E+75,15557536
9.59E+76,15557537
3.07E+76,15557538
8.44E+76,15557539
6.48E+76,15557540
1.15E+77,15557541
9.14E+76,15557542
6.99E+76,15557543
9.05E+76,15557544
3.73E+76,15557545
1.90E+76,15557546
7.02E+76,15557547
9.45E+76,15557548
3.78E+76,15557549
1.06E+77,15557550
4.39E+76,15557551
5.65E+76,15557552
7.79E+76,15557553
1.42E+76,15557554
6.61E+76,15557555
5.57E+76,15557556
1.15E+76,15557557
3.67E+76,15557558
4.00E+76,15557559
7.64E+76,15557560
9.35E+76,15557561
3.84E+76,15557562
5.62E+76,15557563
5.26E+76,15557564
5.61E+76,15557565
1.80E+76,15557566
8.49E+76,15557567
6.86E+76,15557568
1.15E+77,15557569
1.21E+76,15557570
5.53E+75,15557571
5.03E+76,15557572
2.57E+76,15557573
9.65E+76,15557574
7.41E+76,15557575
5.52E+76,15557576
1.01E+77,15557577
6.62E+76,15557578
2.27E+76,15557579
7.31E+76,15557580
9.90E+75,15557581
