RANDAO,Block Number
2.54E+76,15538663
7.69E+75,15538664
8.94E+76,15538665
7.87E+76,15538666
1.97E+76,15538667
7.66E+76,15538668
5.76E+76,15538669
1.01E+77,15538670
8.84E+76,15538671
5.88E+76,15538672
4.60E+76,15538673
1.04E+77,15538674
8.04E+76,15538675
1.14E+77,15538676
4.62E+76,15538677
8.19E+76,15538678
4.48E+76,15538679
9.32E+75,15538680
1.03E+77,15538681
5.47E+76,15538682
1.80E+75,15538683
7.52E+76,15538684
2.29E+76,15538685
4.70E+76,15538686
7.41E+76,15538687
1.05E+77,15538688
1.11E+77,15538689
4.93E+76,15538690
2.98E+76,15538691
3.80E+76,15538692
7.25E+76,15538693
1.11E+77,15538694
1.14E+77,15538695
2.45E+76,15538696
5.49E+76,15538697
5.59E+76,15538698
9.89E+76,15538699
1.04E+77,15538700
9.88E+76,15538701
6.24E+76,15538702
5.01E+76,15538703
8.37E+76,15538704
2.49E+76,15538705
8.38E+76,15538706
1.06E+77,15538707
7.16E+76,15538708
5.67E+76,15538709
6.07E+76,15538710
3.50E+76,15538711
5.19E+76,15538712
8.28E+76,15538713
8.01E+76,15538714
1.22E+76,15538715
1.15E+77,15538716
1.15E+77,15538717
1.01E+77,15538718
1.02E+77,15538719
2.52E+76,15538720
6.54E+76,15538721
6.09E+76,15538722
6.99E+76,15538723
1.01E+77,15538724
5.96E+76,15538725
1.04E+77,15538726
8.24E+76,15538727
9.90E+76,15538728
8.90E+76,15538729
7.47E+76,15538730
1.93E+76,15538731
3.37E+76,15538732
4.98E+76,15538733
7.69E+76,15538734
6.37E+76,15538735
6.03E+76,15538736
2.48E+76,15538737
4.98E+75,15538738
3.03E+76,15538739
9.82E+76,15538740
2.68E+76,15538741
1.06E+77,15538742
2.11E+76,15538743
1.06E+77,15538744
7.32E+76,15538745
7.87E+76,15538746
9.76E+76,15538747
1.13E+77,15538748
2.02E+76,15538749
9.06E+76,15538750
3.42E+76,15538751
3.36E+76,15538752
3.62E+76,15538753
7.52E+76,15538754
2.22E+76,15538755
1.09E+77,15538756
1.38E+76,15538757
8.55E+75,15538758
5.62E+76,15538759
6.14E+76,15538760
1.85E+76,15538761
1.34E+76,15538762
5.35E+76,15538763
6.23E+76,15538764
6.46E+76,15538765
3.31E+75,15538766
1.14E+77,15538767
6.25E+76,15538768
5.73E+76,15538769
5.94E+76,15538770
8.14E+76,15538771
1.37E+76,15538772
2.60E+76,15538773
2.39E+76,15538774
7.34E+76,15538775
1.11E+77,15538776
8.13E+76,15538777
6.03E+76,15538778
8.52E+76,15538779
1.11E+77,15538780
3.87E+76,15538781
8.05E+76,15538782
9.38E+76,15538783
1.07E+76,15538784
7.06E+75,15538785
1.99E+76,15538786
5.15E+76,15538787
1.04E+77,15538788
6.91E+75,15538789
9.86E+76,15538790
1.01E+77,15538791
8.06E+76,15538792
1.67E+76,15538793
2.30E+76,15538794
9.10E+76,15538795
8.24E+76,15538796
9.56E+76,15538797
1.00E+77,15538798
5.22E+76,15538799
9.03E+76,15538800
3.98E+76,15538801
2.15E+76,15538802
4.55E+76,15538803
7.86E+76,15538804
5.14E+76,15538805
1.07E+77,15538806
1.02E+77,15538807
1.14E+77,15538808
1.05E+77,15538809
6.63E+76,15538810
9.06E+76,15538811
4.61E+76,15538812
9.51E+76,15538813
1.25E+76,15538814
1.08E+77,15538815
3.05E+76,15538816
9.90E+75,15538817
1.26E+76,15538818
3.76E+76,15538819
6.21E+76,15538820
7.15E+76,15538821
2.38E+76,15538822
3.41E+76,15538823
1.00E+76,15538824
9.21E+76,15538825
8.25E+76,15538826
7.61E+76,15538827
1.35E+76,15538828
8.04E+76,15538829
1.97E+76,15538830
1.13E+77,15538831
4.26E+76,15538832
2.76E+76,15538833
5.66E+76,15538834
4.97E+76,15538835
8.77E+76,15538836
9.92E+76,15538837
6.96E+76,15538838
9.93E+76,15538839
1.27E+76,15538840
2.77E+76,15538841
8.86E+76,15538842
2.21E+75,15538843
7.81E+76,15538844
1.10E+77,15538845
3.44E+76,15538846
9.29E+76,15538847
9.11E+76,15538848
2.82E+76,15538849
2.04E+76,15538850
1.07E+77,15538851
2.30E+76,15538852
7.87E+75,15538853
7.91E+76,15538854
4.07E+76,15538855
2.72E+76,15538856
9.61E+76,15538857
1.09E+77,15538858
1.04E+77,15538859
4.91E+76,15538860
2.07E+76,15538861
2.84E+76,15538862
4.56E+76,15538863
9.14E+76,15538864
1.14E+76,15538865
6.56E+76,15538866
3.17E+76,15538867
6.65E+76,15538868
6.08E+76,15538869
3.13E+76,15538870
6.61E+76,15538871
1.02E+77,15538872
7.80E+76,15538873
5.17E+76,15538874
3.54E+76,15538875
1.10E+77,15538876
5.39E+76,15538877
8.58E+75,15538878
7.10E+76,15538879
4.42E+76,15538880
6.98E+76,15538881
6.63E+76,15538882
3.83E+76,15538883
8.67E+76,15538884
9.27E+76,15538885
1.31E+76,15538886
6.44E+74,15538887
2.04E+76,15538888
4.53E+76,15538889
5.03E+76,15538890
3.00E+76,15538891
1.01E+77,15538892
8.01E+76,15538893
7.99E+76,15538894
6.68E+76,15538895
6.45E+76,15538896
4.91E+76,15538897
6.81E+76,15538898
2.01E+74,15538899
6.07E+76,15538900
1.02E+77,15538901
1.12E+77,15538902
3.90E+76,15538903
3.01E+76,15538904
3.46E+76,15538905
8.73E+76,15538906
2.16E+76,15538907
1.70E+76,15538908
9.46E+76,15538909
5.65E+76,15538910
1.18E+76,15538911
4.71E+76,15538912
7.96E+76,15538913
1.73E+76,15538914
7.83E+76,15538915
1.11E+77,15538916
5.28E+76,15538917
8.85E+76,15538918
1.16E+77,15538919
3.13E+76,15538920
2.83E+76,15538921
1.02E+77,15538922
9.25E+76,15538923
1.11E+77,15538924
7.34E+76,15538925
8.07E+76,15538926
5.35E+76,15538927
1.05E+76,15538928
7.38E+76,15538929
6.03E+76,15538930
1.15E+77,15538931
1.07E+77,15538932
4.92E+76,15538933
9.77E+76,15538934
7.77E+76,15538935
9.63E+76,15538936
7.07E+76,15538937
9.05E+76,15538938
4.69E+75,15538939
9.49E+76,15538940
1.03E+77,15538941
7.03E+76,15538942
6.20E+76,15538943
1.14E+77,15538944
9.63E+76,15538945
4.01E+76,15538946
5.29E+76,15538947
1.45E+76,15538948
8.43E+75,15538949
7.79E+76,15538950
8.18E+76,15538951
3.35E+76,15538952
4.26E+76,15538953
2.25E+75,15538954
5.68E+76,15538955
8.50E+76,15538956
9.04E+75,15538957
9.62E+76,15538958
9.25E+76,15538959
2.29E+76,15538960
1.75E+76,15538961
5.17E+76,15538962
7.24E+75,15538963
2.15E+76,15538964
9.56E+76,15538965
1.45E+76,15538966
4.14E+76,15538967
1.36E+76,15538968
5.71E+76,15538969
9.11E+76,15538970
1.51E+74,15538971
5.20E+76,15538972
7.17E+76,15538973
7.43E+76,15538974
1.06E+77,15538975
8.97E+76,15538976
3.25E+76,15538977
9.22E+75,15538978
1.54E+75,15538979
1.05E+77,15538980
1.14E+77,15538981
4.87E+76,15538982
2.27E+76,15538983
5.09E+76,15538984
1.11E+77,15538985
8.25E+75,15538986
9.22E+76,15538987
9.14E+76,15538988
1.11E+77,15538989
9.50E+76,15538990
2.29E+76,15538991
6.10E+76,15538992
7.13E+75,15538993
2.33E+76,15538994
1.93E+76,15538995
4.06E+76,15538996
3.18E+76,15538997
2.97E+76,15538998
7.43E+76,15538999
1.03E+77,15539000
4.40E+76,15539001
4.58E+76,15539002
7.87E+76,15539003
5.63E+76,15539004
1.38E+75,15539005
2.90E+75,15539006
2.31E+76,15539007
6.93E+76,15539008
3.03E+75,15539009
9.22E+76,15539010
6.30E+76,15539011
7.17E+76,15539012
4.57E+76,15539013
8.52E+76,15539014
2.94E+76,15539015
4.80E+76,15539016
1.08E+77,15539017
3.68E+76,15539018
1.05E+76,15539019
7.44E+76,15539020
8.89E+76,15539021
1.14E+77,15539022
2.68E+76,15539023
5.53E+76,15539024
2.69E+76,15539025
3.42E+76,15539026
3.65E+75,15539027
1.12E+76,15539028
9.26E+76,15539029
1.04E+77,15539030
2.94E+76,15539031
6.45E+76,15539032
2.78E+76,15539033
2.05E+76,15539034
2.84E+76,15539035
9.74E+76,15539036
1.01E+77,15539037
4.35E+76,15539038
6.43E+76,15539039
7.45E+76,15539040
6.67E+76,15539041
3.93E+76,15539042
1.05E+77,15539043
4.32E+76,15539044
1.95E+75,15539045
7.99E+76,15539046
7.02E+76,15539047
1.06E+77,15539048
1.06E+77,15539049
5.67E+76,15539050
1.06E+77,15539051
6.38E+76,15539052
2.25E+76,15539053
4.82E+76,15539054
7.28E+76,15539055
7.38E+76,15539056
6.07E+76,15539057
5.01E+76,15539058
3.33E+76,15539059
1.11E+77,15539060
9.23E+76,15539061
6.99E+75,15539062
5.35E+75,15539063
1.05E+77,15539064
1.38E+76,15539065
5.79E+76,15539066
9.17E+76,15539067
8.10E+76,15539068
6.30E+76,15539069
5.33E+76,15539070
1.07E+77,15539071
5.22E+76,15539072
1.83E+76,15539073
3.54E+76,15539074
4.63E+75,15539075
7.69E+76,15539076
6.82E+76,15539077
1.03E+77,15539078
6.25E+76,15539079
5.39E+76,15539080
4.02E+76,15539081
4.78E+76,15539082
7.11E+76,15539083
1.14E+77,15539084
3.31E+76,15539085
9.63E+76,15539086
1.02E+77,15539087
7.73E+76,15539088
6.34E+76,15539089
3.22E+76,15539090
2.23E+76,15539091
5.86E+76,15539092
1.11E+77,15539093
4.49E+76,15539094
7.77E+76,15539095
1.06E+77,15539096
2.10E+76,15539097
1.81E+76,15539098
8.50E+76,15539099
6.94E+76,15539100
6.86E+75,15539101
2.40E+76,15539102
4.19E+76,15539103
2.99E+76,15539104
7.51E+76,15539105
8.17E+75,15539106
6.11E+76,15539107
6.39E+76,15539108
3.27E+76,15539109
3.28E+76,15539110
7.28E+76,15539111
1.70E+76,15539112
9.36E+76,15539113
4.42E+76,15539114
5.69E+76,15539115
5.06E+76,15539116
3.80E+76,15539117
1.16E+77,15539118
8.45E+76,15539119
1.09E+77,15539120
3.73E+76,15539121
2.83E+76,15539122
5.38E+76,15539123
1.05E+77,15539124
1.67E+76,15539125
6.85E+76,15539126
4.90E+76,15539127
2.31E+75,15539128
7.61E+76,15539129
4.13E+76,15539130
1.06E+77,15539131
2.87E+76,15539132
7.89E+76,15539133
3.50E+76,15539134
3.70E+76,15539135
5.21E+76,15539136
6.65E+76,15539137
2.56E+76,15539138
9.83E+76,15539139
7.59E+76,15539140
7.04E+76,15539141
5.66E+76,15539142
5.76E+76,15539143
3.77E+76,15539144
1.14E+77,15539145
8.64E+76,15539146
1.07E+77,15539147
1.34E+76,15539148
3.35E+76,15539149
9.85E+76,15539150
9.81E+76,15539151
2.58E+76,15539152
2.97E+76,15539153
2.18E+76,15539154
4.57E+76,15539155
7.05E+76,15539156
9.53E+76,15539157
6.85E+75,15539158
3.24E+76,15539159
1.91E+76,15539160
5.37E+76,15539161
3.04E+76,15539162
2.54E+76,15539163
1.93E+76,15539164
9.81E+76,15539165
6.51E+76,15539166
1.10E+77,15539167
7.11E+76,15539168
6.09E+76,15539169
3.59E+76,15539170
9.44E+76,15539171
5.47E+76,15539172
7.44E+76,15539173
7.27E+76,15539174
5.74E+76,15539175
1.05E+76,15539176
7.49E+76,15539177
1.05E+77,15539178
7.69E+76,15539179
3.29E+76,15539180
5.39E+76,15539181
5.83E+76,15539182
7.02E+76,15539183
1.00E+77,15539184
3.81E+76,15539185
9.07E+75,15539186
1.58E+76,15539187
7.98E+76,15539188
9.27E+76,15539189
8.18E+76,15539190
3.14E+76,15539191
8.53E+76,15539192
1.15E+77,15539193
1.04E+77,15539194
7.05E+76,15539195
1.17E+76,15539196
4.41E+76,15539197
4.54E+76,15539198
1.29E+76,15539199
9.29E+76,15539200
1.00E+76,15539201
5.90E+76,15539202
1.11E+77,15539203
9.76E+76,15539204
8.12E+76,15539205
2.45E+76,15539206
5.97E+76,15539207
7.57E+76,15539208
4.54E+76,15539209
7.81E+76,15539210
1.45E+76,15539211
5.83E+76,15539212
2.11E+76,15539213
1.10E+77,15539214
8.04E+76,15539215
4.23E+76,15539216
2.17E+76,15539217
4.22E+76,15539218
1.15E+76,15539219
1.12E+77,15539220
1.87E+76,15539221
5.04E+76,15539222
5.71E+76,15539223
6.46E+76,15539224
1.01E+77,15539225
8.64E+75,15539226
5.78E+76,15539227
7.26E+76,15539228
5.40E+76,15539229
6.62E+76,15539230
4.98E+76,15539231
2.04E+76,15539232
7.45E+76,15539233
1.07E+77,15539234
7.68E+76,15539235
1.02E+77,15539236
5.09E+76,15539237
7.26E+76,15539238
9.40E+75,15539239
6.67E+76,15539240
7.76E+76,15539241
7.11E+76,15539242
7.62E+76,15539243
5.82E+76,15539244
9.19E+76,15539245
1.36E+76,15539246
9.76E+76,15539247
8.07E+76,15539248
4.36E+76,15539249
7.52E+76,15539250
1.09E+77,15539251
1.90E+75,15539252
7.20E+76,15539253
7.10E+76,15539254
9.16E+75,15539255
8.05E+76,15539256
8.21E+76,15539257
1.41E+76,15539258
5.21E+76,15539259
4.91E+76,15539260
7.21E+76,15539261
4.03E+76,15539262
2.93E+76,15539263
8.12E+76,15539264
9.82E+76,15539265
3.94E+76,15539266
1.29E+76,15539267
5.76E+76,15539268
6.76E+76,15539269
6.44E+76,15539270
7.01E+76,15539271
1.13E+77,15539272
1.10E+77,15539273
2.33E+75,15539274
9.21E+76,15539275
4.27E+76,15539276
2.25E+76,15539277
2.30E+76,15539278
7.55E+76,15539279
1.83E+76,15539280
5.43E+76,15539281
9.86E+75,15539282
2.88E+76,15539283
6.89E+76,15539284
5.65E+76,15539285
1.03E+77,15539286
1.76E+76,15539287
3.54E+76,15539288
3.78E+76,15539289
4.43E+76,15539290
4.35E+76,15539291
1.09E+77,15539292
9.10E+76,15539293
8.32E+76,15539294
7.01E+76,15539295
6.18E+76,15539296
9.71E+76,15539297
7.35E+76,15539298
5.47E+76,15539299
7.26E+76,15539300
2.43E+76,15539301
1.09E+77,15539302
6.68E+76,15539303
1.15E+77,15539304
3.10E+76,15539305
6.05E+76,15539306
1.04E+77,15539307
7.86E+76,15539308
1.09E+77,15539309
4.28E+76,15539310
2.23E+76,15539311
1.67E+76,15539312
4.37E+76,15539313
4.58E+76,15539314
3.19E+76,15539315
6.11E+76,15539316
6.56E+76,15539317
1.03E+77,15539318
5.12E+76,15539319
7.42E+76,15539320
5.96E+76,15539321
1.14E+77,15539322
9.95E+76,15539323
9.40E+76,15539324
3.80E+76,15539325
8.45E+76,15539326
3.03E+76,15539327
6.01E+76,15539328
1.07E+77,15539329
4.15E+76,15539330
6.41E+76,15539331
1.06E+77,15539332
4.33E+76,15539333
8.51E+76,15539334
3.22E+76,15539335
6.85E+75,15539336
5.08E+76,15539337
3.50E+76,15539338
2.67E+76,15539339
7.06E+76,15539340
7.56E+76,15539341
4.14E+76,15539342
5.64E+76,15539343
7.77E+76,15539344
1.38E+76,15539345
4.29E+76,15539346
1.13E+77,15539347
8.70E+75,15539348
5.96E+75,15539349
3.65E+76,15539350
9.63E+76,15539351
7.80E+76,15539352
9.65E+76,15539353
3.19E+76,15539354
1.03E+76,15539355
2.15E+76,15539356
6.91E+76,15539357
1.12E+77,15539358
6.85E+76,15539359
6.59E+76,15539360
4.92E+76,15539361
4.97E+75,15539362
2.37E+76,15539363
1.04E+77,15539364
2.80E+76,15539365
5.65E+76,15539366
9.51E+76,15539367
7.53E+76,15539368
7.61E+76,15539369
9.75E+76,15539370
1.11E+77,15539371
7.35E+76,15539372
7.06E+76,15539373
8.94E+76,15539374
1.06E+77,15539375
8.95E+76,15539376
6.39E+76,15539377
5.22E+76,15539378
1.75E+76,15539379
1.20E+76,15539380
8.47E+75,15539381
1.90E+76,15539382
1.11E+77,15539383
4.03E+76,15539384
6.00E+76,15539385
5.61E+76,15539386
3.23E+76,15539387
2.70E+76,15539388
9.39E+74,15539389
2.46E+76,15539390
1.00E+77,15539391
1.70E+75,15539392
1.63E+76,15539393
1.38E+76,15539394
4.11E+76,15539395
7.55E+76,15539396
8.02E+76,15539397
1.56E+76,15539398
5.41E+76,15539399
2.50E+76,15539400
4.46E+76,15539401
1.80E+76,15539402
7.63E+76,15539403
8.27E+75,15539404
8.11E+76,15539405
8.09E+76,15539406
6.42E+76,15539407
5.92E+76,15539408
4.02E+76,15539409
5.76E+75,15539410
6.41E+76,15539411
1.15E+77,15539412
3.21E+76,15539413
1.10E+77,15539414
2.85E+76,15539415
1.07E+77,15539416
4.77E+76,15539417
6.38E+76,15539418
1.02E+77,15539419
4.39E+75,15539420
1.53E+76,15539421
5.10E+76,15539422
8.65E+76,15539423
6.12E+76,15539424
7.23E+76,15539425
1.51E+76,15539426
1.11E+77,15539427
4.64E+76,15539428
3.98E+75,15539429
1.62E+76,15539430
8.82E+76,15539431
2.93E+75,15539432
6.35E+76,15539433
1.42E+75,15539434
1.69E+76,15539435
6.36E+76,15539436
3.99E+76,15539437
3.88E+76,15539438
5.43E+76,15539439
7.51E+76,15539440
6.45E+76,15539441
4.65E+76,15539442
8.23E+76,15539443
1.72E+75,15539444
7.27E+76,15539445
8.82E+76,15539446
8.13E+76,15539447
9.32E+76,15539448
6.68E+76,15539449
8.80E+76,15539450
1.01E+77,15539451
1.12E+77,15539452
8.92E+76,15539453
9.26E+76,15539454
8.42E+76,15539455
4.42E+76,15539456
6.31E+76,15539457
4.16E+76,15539458
5.89E+76,15539459
1.12E+76,15539460
8.65E+76,15539461
4.70E+76,15539462
6.75E+76,15539463
7.32E+76,15539464
5.06E+76,15539465
9.14E+76,15539466
7.03E+76,15539467
2.37E+76,15539468
7.03E+75,15539469
5.79E+76,15539470
3.99E+76,15539471
7.46E+76,15539472
9.07E+76,15539473
8.89E+76,15539474
3.52E+76,15539475
1.07E+77,15539476
7.65E+76,15539477
4.50E+74,15539478
2.19E+76,15539479
6.74E+76,15539480
7.27E+76,15539481
1.05E+77,15539482
3.61E+76,15539483
3.19E+75,15539484
7.82E+76,15539485
9.85E+76,15539486
1.26E+76,15539487
1.09E+77,15539488
4.36E+76,15539489
5.84E+76,15539490
1.09E+77,15539491
3.14E+76,15539492
1.53E+76,15539493
6.28E+76,15539494
8.87E+76,15539495
9.14E+76,15539496
7.97E+76,15539497
9.27E+76,15539498
1.15E+77,15539499
7.43E+76,15539500
6.54E+76,15539501
3.83E+76,15539502
3.66E+76,15539503
1.27E+76,15539504
8.09E+76,15539505
9.00E+76,15539506
4.82E+76,15539507
5.66E+76,15539508
8.86E+76,15539509
5.65E+76,15539510
1.13E+77,15539511
5.23E+76,15539512
3.83E+76,15539513
6.28E+76,15539514
6.00E+75,15539515
6.08E+74,15539516
5.25E+76,15539517
8.34E+76,15539518
2.98E+76,15539519
2.12E+75,15539520
8.92E+76,15539521
2.74E+76,15539522
1.15E+77,15539523
1.94E+76,15539524
3.14E+76,15539525
9.27E+76,15539526
8.62E+76,15539527
1.06E+77,15539528
8.54E+76,15539529
9.23E+76,15539530
7.25E+76,15539531
8.24E+76,15539532
6.17E+76,15539533
6.70E+76,15539534
4.41E+76,15539535
7.66E+76,15539536
2.21E+75,15539537
4.09E+76,15539538
4.75E+76,15539539
3.59E+76,15539540
2.85E+75,15539541
4.15E+76,15539542
5.50E+76,15539543
1.00E+77,15539544
6.15E+76,15539545
5.99E+76,15539546
1.04E+77,15539547
1.13E+77,15539548
3.36E+76,15539549
2.92E+76,15539550
4.47E+76,15539551
8.96E+76,15539552
3.88E+76,15539553
1.05E+77,15539554
4.65E+76,15539555
1.13E+77,15539556
4.88E+75,15539557
2.09E+76,15539558
3.62E+76,15539559
6.48E+76,15539560
1.00E+77,15539561
1.12E+77,15539562
1.14E+77,15539563
9.23E+76,15539564
7.37E+76,15539565
5.03E+76,15539566
5.93E+74,15539567
9.86E+76,15539568
6.53E+76,15539569
6.51E+76,15539570
4.83E+76,15539571
8.01E+76,15539572
7.65E+76,15539573
2.76E+76,15539574
6.09E+76,15539575
2.00E+76,15539576
8.19E+76,15539577
7.04E+76,15539578
1.49E+76,15539579
7.82E+76,15539580
5.20E+76,15539581
4.40E+76,15539582
6.23E+76,15539583
1.89E+76,15539584
3.91E+76,15539585
6.40E+76,15539586
4.49E+76,15539587
6.68E+76,15539588
6.93E+76,15539589
6.18E+76,15539590
5.71E+76,15539591
1.09E+77,15539592
2.60E+76,15539593
4.21E+75,15539594
1.07E+77,15539595
4.62E+76,15539596
8.20E+74,15539597
7.68E+76,15539598
5.34E+76,15539599
7.46E+76,15539600
4.72E+76,15539601
5.58E+75,15539602
5.83E+76,15539603
3.26E+76,15539604
1.61E+76,15539605
7.88E+76,15539606
5.22E+76,15539607
8.97E+75,15539608
3.83E+76,15539609
7.89E+76,15539610
3.14E+76,15539611
2.72E+76,15539612
3.32E+76,15539613
5.87E+76,15539614
7.37E+76,15539615
1.03E+77,15539616
7.03E+76,15539617
7.24E+76,15539618
5.66E+76,15539619
7.66E+76,15539620
1.13E+77,15539621
5.27E+76,15539622
6.39E+76,15539623
1.01E+76,15539624
5.39E+76,15539625
5.85E+76,15539626
9.83E+76,15539627
8.41E+75,15539628
1.78E+76,15539629
1.01E+77,15539630
1.13E+77,15539631
9.93E+76,15539632
2.88E+76,15539633
1.03E+77,15539634
1.02E+77,15539635
3.54E+76,15539636
6.29E+76,15539637
4.00E+76,15539638
1.03E+77,15539639
2.43E+75,15539640
7.78E+76,15539641
1.02E+77,15539642
4.29E+76,15539643
4.12E+76,15539644
5.94E+76,15539645
6.60E+76,15539646
8.61E+76,15539647
2.45E+76,15539648
1.46E+76,15539649
9.18E+76,15539650
1.06E+77,15539651
4.91E+76,15539652
5.68E+76,15539653
3.87E+76,15539654
2.34E+76,15539655
1.12E+77,15539656
5.67E+76,15539657
8.45E+76,15539658
3.20E+76,15539659
6.30E+76,15539660
3.65E+76,15539661
4.70E+73,15539662
6.85E+76,15539663
1.10E+77,15539664
1.45E+76,15539665
3.48E+75,15539666
5.18E+75,15539667
4.96E+76,15539668
3.33E+76,15539669
1.02E+77,15539670
1.09E+77,15539671
8.61E+75,15539672
4.05E+76,15539673
1.39E+76,15539674
1.15E+77,15539675
2.71E+76,15539676
4.60E+76,15539677
5.17E+76,15539678
5.24E+76,15539679
1.09E+77,15539680
1.57E+76,15539681
2.66E+76,15539682
5.04E+76,15539683
1.14E+77,15539684
4.07E+76,15539685
1.02E+77,15539686
6.10E+75,15539687
4.31E+76,15539688
3.80E+76,15539689
8.36E+76,15539690
6.31E+75,15539691
1.78E+76,15539692
1.12E+77,15539693
8.91E+76,15539694
8.38E+76,15539695
1.71E+76,15539696
1.45E+76,15539697
1.03E+77,15539698
5.36E+76,15539699
6.91E+75,15539700
6.65E+76,15539701
1.00E+77,15539702
4.18E+76,15539703
4.32E+76,15539704
3.77E+76,15539705
8.11E+76,15539706
9.24E+76,15539707
1.50E+76,15539708
7.63E+76,15539709
1.03E+77,15539710
1.11E+77,15539711
5.51E+76,15539712
5.74E+76,15539713
3.87E+76,15539714
2.77E+76,15539715
1.23E+76,15539716
1.67E+76,15539717
6.49E+76,15539718
5.63E+76,15539719
5.55E+76,15539720
4.76E+76,15539721
9.45E+76,15539722
3.07E+76,15539723
5.47E+76,15539724
5.65E+76,15539725
5.41E+75,15539726
8.83E+76,15539727
1.04E+77,15539728
1.00E+77,15539729
8.01E+76,15539730
8.33E+76,15539731
5.23E+76,15539732
7.45E+76,15539733
3.78E+76,15539734
6.02E+76,15539735
3.54E+76,15539736
1.02E+77,15539737
3.32E+74,15539738
6.52E+76,15539739
9.67E+76,15539740
6.79E+76,15539741
9.36E+76,15539742
9.74E+76,15539743
6.25E+76,15539744
1.07E+77,15539745
3.09E+75,15539746
7.32E+76,15539747
5.44E+76,15539748
1.12E+77,15539749
6.78E+76,15539750
8.74E+76,15539751
9.27E+76,15539752
7.23E+76,15539753
3.27E+76,15539754
6.90E+76,15539755
2.75E+76,15539756
3.16E+76,15539757
1.41E+76,15539758
6.49E+76,15539759
1.28E+76,15539760
1.68E+76,15539761
6.17E+76,15539762
1.03E+77,15539763
3.29E+76,15539764
8.86E+76,15539765
7.22E+76,15539766
4.82E+76,15539767
6.40E+76,15539768
5.95E+76,15539769
1.11E+77,15539770
1.01E+76,15539771
2.54E+76,15539772
8.41E+76,15539773
2.58E+76,15539774
7.08E+76,15539775
3.77E+76,15539776
5.73E+76,15539777
4.40E+76,15539778
5.61E+76,15539779
1.11E+77,15539780
7.61E+76,15539781
4.45E+74,15539782
4.40E+76,15539783
7.38E+75,15539784
1.40E+76,15539785
1.84E+76,15539786
8.60E+76,15539787
4.36E+76,15539788
1.13E+77,15539789
1.14E+77,15539790
1.03E+77,15539791
5.62E+76,15539792
1.05E+77,15539793
4.67E+76,15539794
2.87E+76,15539795
1.14E+77,15539796
6.00E+76,15539797
4.10E+75,15539798
4.54E+76,15539799
8.08E+76,15539800
9.93E+76,15539801
6.22E+76,15539802
1.10E+76,15539803
5.32E+76,15539804
9.11E+76,15539805
1.03E+77,15539806
7.47E+76,15539807
1.04E+77,15539808
7.37E+76,15539809
7.68E+76,15539810
9.18E+76,15539811
1.02E+77,15539812
1.01E+77,15539813
2.20E+76,15539814
1.55E+76,15539815
2.75E+76,15539816
5.31E+76,15539817
3.40E+76,15539818
1.15E+77,15539819
1.53E+76,15539820
5.12E+76,15539821
6.04E+76,15539822
6.71E+76,15539823
3.66E+76,15539824
7.98E+76,15539825
1.83E+76,15539826
2.11E+76,15539827
9.30E+76,15539828
4.11E+76,15539829
4.80E+76,15539830
3.14E+76,15539831
1.11E+77,15539832
1.13E+77,15539833
6.20E+76,15539834
5.85E+76,15539835
4.02E+76,15539836
1.01E+77,15539837
3.75E+76,15539838
9.24E+76,15539839
3.71E+76,15539840
9.72E+76,15539841
1.09E+77,15539842
7.61E+76,15539843
9.71E+76,15539844
1.79E+76,15539845
6.66E+76,15539846
8.53E+76,15539847
9.11E+76,15539848
2.65E+76,15539849
9.96E+76,15539850
7.66E+76,15539851
4.67E+76,15539852
7.03E+76,15539853
1.08E+77,15539854
1.04E+77,15539855
2.69E+76,15539856
7.20E+76,15539857
6.80E+76,15539858
1.83E+76,15539859
6.85E+76,15539860
8.41E+76,15539861
8.45E+76,15539862
1.09E+77,15539863
3.38E+76,15539864
1.04E+77,15539865
3.92E+76,15539866
1.14E+77,15539867
5.77E+76,15539868
1.01E+77,15539869
1.14E+77,15539870
8.71E+76,15539871
5.79E+76,15539872
8.63E+76,15539873
3.07E+76,15539874
9.85E+75,15539875
1.03E+77,15539876
8.62E+76,15539877
6.26E+76,15539878
3.15E+75,15539879
4.37E+76,15539880
5.06E+76,15539881
8.62E+76,15539882
7.35E+76,15539883
3.32E+76,15539884
1.08E+77,15539885
7.84E+76,15539886
1.05E+77,15539887
1.09E+77,15539888
6.23E+75,15539889
5.26E+76,15539890
1.21E+76,15539891
4.12E+76,15539892
